UniqueID,Country_of_Residence
Spanish_5253,peru
Spanish_5262,peru
Spanish_5264,peru
Spanish_5269,peru
Spanish_5273,peru
Spanish_5280,peru
Spanish_5282,peru
Spanish_5299,mexico
Spanish_5309,peru
Spanish_5312,spain
Spanish_5315,peru
Spanish_5317,peru
Spanish_5320,peru
Spanish_5321,ecuador
Spanish_5323,spain
Spanish_5324,spain
Spanish_5328,ecuador
Spanish_5335,spain
Spanish_5338,peru
Spanish_5339,peru
Spanish_5341,mexico
Spanish_5368,usa
Spanish_5377,chile
Spanish_5379,mexico
Spanish_5384,ecuador
Spanish_5401,mexico
Spanish_5417,peru
Spanish_5423,peru
Spanish_5424,spain
Spanish_5452,spain
Spanish_5454,spain
Spanish_5458,peru
Spanish_5460,peru
Spanish_5461,spain
Spanish_5467,spain
Spanish_5471,spain
Spanish_5473,usa
Spanish_5478,spain
Spanish_5482,spain
Spanish_5483,spain
Spanish_5507,peru
Spanish_5511,spain
Spanish_5514,spain
Spanish_5518,france
Spanish_5521,spain
Spanish_5523,spain
Spanish_5525,ecuador
Spanish_5542,ecuador
Spanish_5543,spain
Spanish_5548,spain
Spanish_5571,peru
Spanish_5577,spain
Spanish_5578,spain
Spanish_5580,spain
Spanish_5582,spain
Spanish_5584,esoaña
Spanish_5587,spain
Spanish_5603,spain
Spanish_5608,spain
Spanish_5611,spain
Spanish_5613,spain
Spanish_5617,spain
Spanish_5618,spain
Spanish_5625,spain
Spanish_5634,spain
Spanish_5635,spain
Spanish_5636,spain
Spanish_5637,spain
Spanish_5639,spain
Spanish_5643,spain
Spanish_5646,spain
Spanish_5647,spain
Spanish_5648,spain
Spanish_5651,spain
Spanish_5657,spain
Spanish_5659,spain
Spanish_5661,spain
Spanish_5663,guatemala
Spanish_5679,spain
Spanish_5681,spain
Spanish_5691,spain
Spanish_5692,spain
Spanish_5695,spain
Spanish_5703,spain
Spanish_5704,spain
Spanish_5709,spain
Spanish_5718,spain
Spanish_5730,spain
Spanish_5732,spain
Spanish_5736,france
Spanish_5751,spain
Spanish_5753,spain
Spanish_5758,spain
Spanish_5762,spain
Spanish_5763,spain
Spanish_5764,bolivia
Spanish_5767,spain
Spanish_5772,spain
Spanish_5776,spain
Spanish_5777,spain
Spanish_5785,spain
Spanish_5791,peru
Spanish_5793,spain
Spanish_5794,spain
Spanish_5796,spain
Spanish_5798,spain
Spanish_5806,spain
Spanish_5817,spain
Spanish_5818,peru
Spanish_5823,spain
Spanish_5824,spain
Spanish_5832,mexico
Spanish_5838,spain
Spanish_5841,spain
Spanish_5849,spain
Spanish_5850,spain
Spanish_5852,spain
Spanish_5865,spain
Spanish_5872,spain
Spanish_5875,spain
Spanish_5878,spain
Spanish_5879,spain
Spanish_5882,spain
Spanish_5885,guatemala
Spanish_5886,spain
Spanish_5887,spain
Spanish_5890,spain
Spanish_5892,spain
Spanish_5895,spain
Spanish_5896,spain
Spanish_5897,spain
Spanish_5912,spain
Spanish_5918,spain
Spanish_5925,mexico
Spanish_5935,mexico
Spanish_5936,spain
Spanish_5939,peru
Spanish_5952,peru
Spanish_5953,spain
Spanish_5961,spain
Spanish_5963,spain
Spanish_5964,spain
Spanish_5967,spain
Spanish_5968,panama
Spanish_5974,spain
Spanish_5984,spain
Spanish_5993,peru
Spanish_5999,spain
Spanish_6002,spain
Spanish_6011,spain
Spanish_6014,spain
Spanish_6017,spain
Spanish_6024,spain
Spanish_6029,peru
Spanish_6032,ecuador
Spanish_6038,spain
Spanish_6041,spain
Spanish_6046,peru
Spanish_6053,spain
Spanish_6054,spain
Spanish_6060,spain
Spanish_6063,ecuador
Spanish_6068,spain
Spanish_6074,chile
Spanish_6075,ecuador
Spanish_6076,peru
Spanish_6078,peru
Spanish_6084,spain
Spanish_6086,spain
Spanish_6100,peru
Spanish_6103,peru
Spanish_6105,spain
Spanish_6118,spain
Spanish_6127,peru
Spanish_6132,spain
Spanish_6139,peru
Spanish_6148,spain
Spanish_6152,spain
Spanish_6154,spain
Spanish_6166,peru
Spanish_6176,peru
Spanish_6182,spain
Spanish_6193,peru
Spanish_6194,ecuador
Spanish_6199,spain
Spanish_6204,peru
Spanish_6206,spain
Spanish_6208,ecuador
Spanish_6211,peru
Spanish_6217,peru
Spanish_6218,peru
Spanish_6219,rusia
Spanish_6225,peru
Spanish_6230,spain
Spanish_6243,usa
Spanish_6250,peru
Spanish_6258,peru
Spanish_6264,italy
Spanish_6272,spain
Spanish_6273,spain
Spanish_6282,peru
Spanish_6283,ecuador
Spanish_6292,spain
Spanish_6298,ecuador
Spanish_6303,ecuador
Spanish_6304,spain
Spanish_6322,peru
Spanish_6323,spain
Spanish_6324,spain
Spanish_6334,spain
Spanish_6335,ecuador
Spanish_6336,chile
Spanish_6341,spain
Spanish_6343,spain
Spanish_6350,spain
Spanish_6352,spain
Spanish_6353,spain
Spanish_6362,spain
Spanish_6364,ecuador
Spanish_6365,spain
Spanish_6367,mexico
Spanish_6368,ecuador
Spanish_6375,spain
Spanish_6376,spain
Spanish_6377,spain
Spanish_6382,spain
Spanish_6390,spain
Spanish_6398,spain
Spanish_6400,spain
Spanish_6402,spain
Spanish_6403,spain
Spanish_6404,espsña
Spanish_6405,spain
Spanish_6408,spain
Spanish_6409,spain
Spanish_6410,spain
Spanish_6414,spain
Spanish_6419,spain
Spanish_6430,spain
Spanish_6432,spain
Spanish_6433,peru
Spanish_6436,mexico
Spanish_6447,ecuador
Spanish_6451,peru
Spanish_6464,spain
Spanish_6465,spain
Spanish_6468,spain
Spanish_6472,peru
Spanish_6475,lima
Spanish_6478,ecuador
Spanish_6483,spain
Spanish_6494,ecuador
Spanish_6499,spain
Spanish_6500,madrid
Spanish_6502,spain
Spanish_6512,spain
Spanish_6519,peru
Spanish_6528,ecuador
Spanish_6541,ecuador
Spanish_6543,ecuador
Spanish_6560,peru
Spanish_6561,spain
Spanish_6566,spain
Spanish_6568,peru
Spanish_6569,spain
Spanish_6582,peru
Spanish_6587,ecuador
Spanish_6590,chile
Spanish_6594,spain
Spanish_6610,peru
Spanish_6612,ecuador
Spanish_6615,ecuadot
Spanish_6619,ecuador
Spanish_6621,peru
Spanish_6626,spain
Spanish_6627,ecuador
Spanish_6629,peru
Spanish_6635,usa
Spanish_6638,ecuador
Spanish_6640,ecuador
Spanish_6642,mexico
Spanish_6644,argentina
Spanish_6645,peru
Spanish_6655,ecuador
Spanish_6659,peru
Spanish_6660,ecuador
Spanish_6664,ecuador
Spanish_6668,ecuador
Spanish_6670,ecuador
Spanish_6675,republica dominicana
Spanish_6676,spain
Spanish_6689,peru
Spanish_6691,ecuador
Spanish_6693,usa
Spanish_6694,peru
Spanish_6710,uk
Spanish_6712,ecuador
Spanish_6717,ecuador
Spanish_6733,peru
Spanish_6739,ecuador
Spanish_6742,ecuador
Spanish_6747,ecuador
Spanish_6751,ecuador
Spanish_6755,ecuador
Spanish_6761,ecuador
Spanish_6762,colombia
Spanish_6767,ecuador
Spanish_6768,peru
Spanish_6775,ecuador
Spanish_6777,ecuador
Spanish_6784,ecuador
Spanish_6788,ecuador
Spanish_6792,ecuador
Spanish_6795,ecuador
Spanish_6811,ecuador
Spanish_6812,ecuador
Spanish_6813,ecuador
Spanish_6815,ecuador
Spanish_6816,ecuador
Spanish_6823,ecuador
Spanish_6825,ecuador
Spanish_6829,ecuador
Spanish_6832,ecuador
Spanish_6835,ecuador
Spanish_6836,ecuador
Spanish_6841,ecuador
Spanish_6848,ecuador
Spanish_6850,mexico
Spanish_6862,ecuador
Spanish_6864,peru
Spanish_6868,ecuador
Spanish_6869,ecuador
Spanish_6874,ecuador
Spanish_6877,ecuador
Spanish_6878,spain
Spanish_6879,spain
Spanish_6892,ecuador
Spanish_6893,ecuador
Spanish_6896,ecuador
Spanish_6898,spain
Spanish_6902,mexico
Spanish_6907,spain
Spanish_6914,spain
Spanish_6924,ecuador
Spanish_6931,ecuador
Spanish_6940,ecuador
Spanish_6941,ecuador
Spanish_6943,spain
Spanish_6949,ecuador
Spanish_6950,ecuador
Spanish_6955,spain
Spanish_6961,mexico
Spanish_6967,spain
Spanish_6971,mexico
Spanish_6980,spain
Spanish_6986,spain
Spanish_6996,spain
Spanish_7007,spain
Spanish_7009,mexico
Spanish_7010,spain
Spanish_7019,spain
Spanish_7021,spain
Spanish_7028,spain
Spanish_7030,spain
Spanish_7032,spain
Spanish_7034,spain
Spanish_7037,spain
Spanish_7038,spain
Spanish_7043,spain
Spanish_7045,spain
Spanish_7048,peru
Spanish_7049,spain
Spanish_7056,ecuador
Spanish_7059,spain
Spanish_7067,spain
Spanish_7068,uk
Spanish_7071,ecuador
Spanish_7073,spain
Spanish_7077,spain
Spanish_7081,spain
Spanish_7084,spain
Spanish_7089,spain
Spanish_7090,spain
Spanish_7091,spain
Spanish_7092,spain
Spanish_7100,spain
Spanish_7107,spain
Spanish_7126,ecuador
Spanish_7127,spain
Spanish_7131,uruguay
Spanish_7138,ecuador
Spanish_7150,ecuador
Spanish_7157,spain
Spanish_7161,ecuador
Spanish_7169,peru
Spanish_7172,peru
Spanish_7181,spain
Spanish_7190,ecuador
Spanish_7191,spain
Spanish_7192,peru
Spanish_7202,ecuador
Spanish_7212,spain
Spanish_7216,ecuador
Spanish_7229,ecuador
Spanish_7236,spain
Spanish_7240,mexico
Spanish_7243,spain
Spanish_7245,mexico
Spanish_7270,mexico
Spanish_7278,spain
Spanish_7279,mexico
Spanish_7283,spain
Spanish_7284,panama
Spanish_7287,peru
Spanish_7288,peru
Spanish_7290,mexico
Spanish_7296,peru
Spanish_7298,ecuador
Spanish_7299,spain
Spanish_7303,ecuador
Spanish_7309,spain
Spanish_7310,ecuador
Spanish_7317,belgica
Spanish_7318,ecuador
Spanish_7342,norway
Spanish_7343,ecuador
Spanish_7354,spain
Spanish_7355,ecuador
Spanish_7357,spain
Spanish_7367,ecuador
Spanish_7370,chile
Spanish_7373,spain
Spanish_7384,ecuador
Spanish_7386,spain
Spanish_7391,spain
Spanish_7395,mexico
Spanish_7396,spain
Spanish_7406,peru
Spanish_7410,mexico
Spanish_7422,ecuador
Spanish_7425,ecuador
Spanish_7426,spain
Spanish_7431,ecuador
Spanish_7447,ecuador
Spanish_7448,ecuador
Spanish_7449,ecuador
Spanish_7451,peru
Spanish_7453,mexico
Spanish_7454,ecuador
Spanish_7457,ecuador
Spanish_7459,mexico
Spanish_7462,ecuador
Spanish_7463,mexico
Spanish_7467,mexico
Spanish_7472,peru
Spanish_7476,ecuador
Spanish_7480,ecuador
Spanish_7482,ecuador
Spanish_7484,ecuador
Spanish_7485,spain
Spanish_7487,ecuador
Spanish_7492,ecuador
Spanish_7494,ecuador
Spanish_7499,ecuador
Spanish_7500,mexico
Spanish_7506,spain
Spanish_7507,spain
Spanish_7509,spain
Spanish_7514,spain
Spanish_7515,spain
Spanish_7528,mexico
Spanish_7550,spain
Spanish_7551,ecuador
Spanish_7557,peru
Spanish_7563,chile
Spanish_7564,spain
Spanish_7566,ecuador
Spanish_7573,mexico
Spanish_7574,ecuador
Spanish_7575,ecuador
Spanish_7579,panamá
Spanish_7581,ecuador
Spanish_7585,spain
Spanish_7589,colombia
Spanish_7590,colombia
Spanish_7597,ecuador
Spanish_7599,ecuador
Spanish_7600,peru
Spanish_7611,mexico
Spanish_7621,peru
Spanish_7625,spain
Spanish_7629,spain
Spanish_7630,spain
Spanish_7634,colombia
Spanish_7635,spain
Spanish_7639,peru
Spanish_7645,spain
Spanish_7648,ecuador
Spanish_7655,panamá
Spanish_7658,spain
Spanish_7661,spain
Spanish_7665,spain
Spanish_7682,mexico
Spanish_7691,chile
Spanish_7694,spain
Spanish_7702,spain
Spanish_7705,spain
Spanish_7706,mexico
Spanish_7711,spain
Spanish_7718,colombia
Spanish_7719,colombia
Spanish_7724,spain
Spanish_7726,peru
Spanish_7729,spain
Spanish_7732,mexico
Spanish_7735,spain
Spanish_7736,mexico
Spanish_7742,spain
Spanish_7743,spain
Spanish_7753,ecuador
Spanish_7761,argentina
Spanish_7768,peru
Spanish_7774,spain
Spanish_7784,chile
Spanish_7785,ecuador
Spanish_7793,spain
Spanish_7804,spain
Spanish_7805,spain
Spanish_7817,mexico
Spanish_7821,mexico
Spanish_7826,spain
Spanish_7830,peru
Spanish_7832,mexico
Spanish_7846,usa
Spanish_7854,mexico
Spanish_7859,spain
Spanish_7881,spain
Spanish_7895,usa
Spanish_7896,usa
Spanish_7920,usa
Spanish_7921,colombia
Spanish_7941,mexico
Spanish_7942,mexico
Spanish_7955,usa
Spanish_7961,spain
Spanish_8039,spain
Swedish_17,sweden
Swedish_24,sweden
Swedish_47,sweden
Swedish_57,sweden
Swedish_59,sweden
Swedish_65,sweden
Swedish_71,sweden
Swedish_73,sweden
Swedish_81,sweden
Swedish_87,sweden
Swedish_88,sweden
Swedish_97,sweden
Swedish_99,sweden
Swedish_101,sweden
Swedish_110,sweden
Swedish_124,sweden
Swedish_127,sweden
Swedish_132,sweden
Swedish_147,sweden
Swedish_148,sweden
Swedish_156,sweden
Swedish_157,sweden
Swedish_163,swerige
Swedish_165,sweden
Swedish_167,sweden
Swedish_168,sweden
Swedish_170,sweden
Swedish_175,sweden
Swedish_183,sweden
Swedish_187,sweden
Swedish_189,sweden
Swedish_191,sweden
Swedish_192,sweden
Swedish_193,sweden
Swedish_194,sweden
Swedish_195,sweden
Swedish_196,sweden
Swedish_198,sweden
Swedish_203,sweden
Swedish_204,sweden
Swedish_207,sweden
Swedish_212,sweden
Swedish_213,sweden
Swedish_214,sweden
Swedish_215,sweden
Swedish_219,sweden
Swedish_227,sweden
Swedish_230,sweden
Swedish_231,sweden
Swedish_235,sweden
Swedish_239,sweden
Swedish_245,sweden
Swedish_246,sweden
Swedish_247,sweden
Swedish_249,sweden
Swedish_252,sweden
Swedish_255,sweden
Swedish_256,sweden
Swedish_259,sweden
Swedish_263,sweden
Swedish_268,sweden
Swedish_269,sweden
Swedish_278,sweden
Swedish_285,sweden
Swedish_286,sweden
Swedish_287,sweden
Swedish_289,sweden
Swedish_292,sweden
Swedish_293,sweden
Swedish_306,sweden
Swedish_307,sweden
Swedish_313,sweden
Swedish_321,sweden
Swedish_326,sweden
Swedish_330,sweden
Swedish_331,sweden
Swedish_332,sweden
Swedish_340,sweden
Swedish_355,sweden
Swedish_358,sweden
Swedish_362,sweden
Swedish_376,sweden
Swedish_378,sweden
Swedish_382,sweden
Swedish_387,sweden
Swedish_390,sweden
Swedish_391,sweden
Swedish_392,sweden
Swedish_397,sweden
Swedish_398,sweden
Swedish_406,sweden
Swedish_409,sweden
Swedish_416,sweden
Swedish_421,sweden
Swedish_426,sweden
Swedish_427,sweden
Swedish_443,sweden
Swedish_445,finland
Swedish_452,sweden
Swedish_458,finland
Swedish_468,finland
Swedish_473,sweden
Swedish_475,finland
Swedish_477,sweden
Swedish_481,sweden
Swedish_483,sweden
Swedish_485,sweden
Swedish_486,sweden
Swedish_487,sweden
Swedish_488,sweden
Swedish_489,sweden
Swedish_490,sweden
Swedish_492,sweden
Swedish_496,sweden
Swedish_497,sweden
Swedish_498,sweden
Swedish_499,sweden
Swedish_502,sweden
Swedish_511,sweden
Swedish_517,sweden
Swedish_518,sweden
Swedish_521,sweden
Swedish_524,sweden
Swedish_533,sweden
Swedish_534,sweden
Swedish_538,sweden
Swedish_545,finland
Swedish_563,finland
Swedish_581,sweden
Swedish_587,sweden
Swedish_591,sweden
Swedish_595,sweden
Swedish_598,sweden
Swedish_602,sweden
Swedish_603,sweden
Swedish_604,sweden
Swedish_605,sweden
Swedish_606,sweden
Swedish_609,sweden
Swedish_611,sweden
Swedish_612,sweden
Swedish_613,sweden
Swedish_614,sweden
Swedish_616,sweden
Swedish_617,sweden
Swedish_623,sweden
Swedish_624,sweden
Swedish_626,sweden
Swedish_628,sweden
Swedish_629,sweden
Swedish_630,sweden
Swedish_633,sweden
Swedish_634,sweden
Swedish_636,sweden
Swedish_637,sweden
Swedish_638,sweden
Swedish_639,sweden
Swedish_640,sweden
Swedish_641,svetige
Swedish_643,sweden
Swedish_644,sweden
Swedish_645,svwrige
Swedish_646,sweden
Swedish_647,sweden
Swedish_648,sweden
Swedish_650,sweden
Swedish_651,sweden
Swedish_653,sweden
Swedish_655,sweden
Swedish_657,sweden
Swedish_658,sweden
Swedish_659,sweden
Swedish_660,sweden
Swedish_664,sweden
Swedish_671,sweden
Swedish_673,sweden
Swedish_674,sweden
Swedish_675,sweden
Swedish_678,sweden
Swedish_679,sweden
Swedish_684,sweden
Swedish_685,sweden
Swedish_693,sweden
Swedish_696,sweden
Swedish_698,sweden
Swedish_699,sweden
Swedish_700,stockholm
Swedish_703,sweden
Swedish_713,sweden
Swedish_714,sweden
Swedish_715,sweden
Swedish_716,sweden
Swedish_719,sweden
Swedish_722,sweden
Swedish_724,sweden
Swedish_728,sweden
Swedish_730,sweden
Swedish_733,sweden
Swedish_736,sweden
Swedish_739,sweden
Swedish_743,sweden
Swedish_744,sweden
Swedish_762,sweden
Swedish_768,netherlands
Swedish_770,sweden
Swedish_775,sweden
Swedish_779,sweden
Swedish_780,sweden
Swedish_789,sweden
Swedish_791,sweden
Swedish_793,sweden
Swedish_794,sweden
Swedish_796,sweden
Swedish_800,sweden
Swedish_802,sweden
Swedish_805,sweden
Swedish_808,sweden
Swedish_815,sweden
Swedish_818,sweden
Swedish_823,sweden
Swedish_824,sweden
Swedish_825,sweden
Swedish_826,sweden
Swedish_829,sweden
Swedish_831,sweden
Swedish_832,sweden
Swedish_837,sweden
Swedish_841,sweden
Swedish_845,sweden
Swedish_848,sweden
Swedish_849,sweden
Swedish_850,sweden
Swedish_851,sweden
Swedish_853,sweden
Swedish_854,sweden
Swedish_859,sweden
Swedish_861,sweden
Swedish_864,sweden
Swedish_867,sweden
Swedish_869,sweden
Swedish_874,sweden
Swedish_884,sweden
Swedish_887,sweden
Swedish_889,sweden
Swedish_890,sweden
Swedish_892,sweden
Swedish_893,sweden
Swedish_894,sweden
Swedish_898,sweden
Swedish_901,sweden
Swedish_902,sweden
Swedish_904,sweden
Swedish_910,sweden
Swedish_912,sweden
Swedish_915,sweden
Swedish_917,sweden
Swedish_920,sweden
Swedish_921,sweden
Swedish_923,sweden
Swedish_925,sweden
Swedish_936,sweden
Swedish_938,sweden
Swedish_939,sweden
Swedish_940,sweden
Swedish_941,sweden
Swedish_943,sweden
Swedish_945,sweden
Swedish_946,sweden
Swedish_947,sweden
Swedish_948,sweden
Swedish_952,sweden
Swedish_953,sweden
Swedish_954,sweden
Swedish_955,sweden
Swedish_967,sweden
Swedish_968,sweden
Swedish_973,sweden
Swedish_975,sweden
Swedish_979,sweden
Swedish_992,sweden
Swedish_993,sweden
Swedish_994,sweden
Swedish_995,sweden
Swedish_998,sweden
Swedish_1001,sweden
Swedish_1010,sweden
Swedish_1013,sweden
Swedish_1015,sweden
Swedish_1018,sweden
Swedish_1020,sweden
Swedish_1021,sweden
Swedish_1022,sweden
Swedish_1024,sweden
Swedish_1025,sweden
Swedish_1029,sweden
Swedish_1034,sweden
Swedish_1038,sweden
Swedish_1041,sweden
Swedish_1044,sweden
Swedish_1050,sweden
Swedish_1053,sweden
Swedish_1054,sweden
Swedish_1055,sweden
Swedish_1056,sweden
Swedish_1058,sweden
Swedish_1061,sweden
Swedish_1062,sweden
Swedish_1068,sweden
Swedish_1069,sweden
Swedish_1071,sweden
Swedish_1074,sweden
Swedish_1075,sweden
Swedish_1076,sweden
Swedish_1080,sweden
Swedish_1083,sweden
Swedish_1085,sweden
Swedish_1086,sweden
Swedish_1089,sweden
Swedish_1094,sweden
Swedish_1096,sweden
Swedish_1098,sweden
Swedish_1103,sweden
Swedish_1104,svergie
Swedish_1105,sweden
Swedish_1107,sweden
Swedish_1111,sweden
Swedish_1112,sweden
Swedish_1113,finland
Swedish_1114,sweden
Swedish_1118,sweden
Swedish_1121,sweden
Swedish_1122,sweden
Swedish_1128,sweden
Swedish_1130,sweden
Swedish_1131,sweden
Swedish_1132,sweden
Swedish_1134,sweden
Swedish_1135,sweden
Swedish_1136,sweden
Swedish_1142,sweden
Swedish_1146,sweden
Swedish_1148,sweden
Swedish_1156,sweden
Swedish_1158,sweden
Swedish_1160,sweden
Swedish_1163,sweden
Swedish_1164,sweden
Swedish_1176,sweden
Swedish_1177,sweden
Swedish_1181,sweden
Swedish_1186,sweden
Swedish_1187,finland
Swedish_1190,sweden
Swedish_1191,sweden
Swedish_1193,sweden
Swedish_1194,sweden
Swedish_1196,sweden
Swedish_1199,sweden
Swedish_1202,sweden
Swedish_1219,sweden
Swedish_1223,sweden
Swedish_1225,sweden
Swedish_1226,sweden
Swedish_1230,sweden
Swedish_1231,sweden
Swedish_1232,sweden
Swedish_1233,svergie
Swedish_1236,sweden
Swedish_1238,sweden
Swedish_1243,sweden
Swedish_1247,sweden
Swedish_1254,sweden
Swedish_1258,sweden
Swedish_1259,sweden
Swedish_1268,sweden
Swedish_1269,sweden
Swedish_1271,sweden
Swedish_1272,sweden
Swedish_1274,sweden
Swedish_1276,sweden
Swedish_1277,sweden
Swedish_1289,sweden
Swedish_1293,sweden
Swedish_1296,sweden
Swedish_1299,sweden
Swedish_1302,sweden
Swedish_1303,sweden
Swedish_1304,sweden
Swedish_1312,sweden
Swedish_1313,sweden
Swedish_1314,sweden
Swedish_1315,sweden
Swedish_1317,sweden
Swedish_1318,sweden
Swedish_1319,sweden
Swedish_1324,sweden
Swedish_1326,sweden
Swedish_1328,sweden
Swedish_1330,sweden
Swedish_1332,sweden
Swedish_1338,sweden
Swedish_1341,sweden
Swedish_1343,sweden
Swedish_1351,sweden
Swedish_1352,sweden
Swedish_1353,sweden
Swedish_1354,sweden
Swedish_1360,sweden
Swedish_1361,sweden
Swedish_1362,sweden
Swedish_1363,sweden
Swedish_1364,sweden
Swedish_1365,sweden
Swedish_1367,sweden
Swedish_1368,sweden
Swedish_1369,sweden
Swedish_1376,sweden
Swedish_1381,sweden
Swedish_1384,sweden
Swedish_1385,sweden
Swedish_1388,sweden
Swedish_1389,sweden
Swedish_1390,sweden
Swedish_1395,sweden
Swedish_1402,sweden
Swedish_1404,sweden
Swedish_1408,sweden
Swedish_1416,sweden
Swedish_1420,sweden
Swedish_1425,sweden
Swedish_1427,sweden
Swedish_1432,sweden
Swedish_1437,sweden
Swedish_1438,sweden
Swedish_1439,sweden
Swedish_1441,sweden
Swedish_1444,sweden
Swedish_1445,sweden
Swedish_1447,sweden
Swedish_1448,sweden
Swedish_1450,sweden
Swedish_1453,sweden
Swedish_1454,sweden
Swedish_1456,sweden
Swedish_1457,sweden
Swedish_1460,sweden
Swedish_1468,sweden
Swedish_1469,sweden
Swedish_1470,sweden
Swedish_1472,sweden
Swedish_1474,sweden
Swedish_1475,sweden
Swedish_1477,sweden
Swedish_1479,sweden
Swedish_1481,sweden
Swedish_1485,sweden
Swedish_1487,sweden
Swedish_1488,sweden
Swedish_1489,sweden
Swedish_1493,sweden
Swedish_1494,sweden
Swedish_1499,sweden
Swedish_1500,sweden
Swedish_1501,sweden
Swedish_1503,sweden
Swedish_1504,sweden
Swedish_1506,sweden
Swedish_1507,sweden
Swedish_1509,sweden
Swedish_1512,sweden
Swedish_1518,sweden
Swedish_1522,sweden
Swedish_1524,sweden
Swedish_1529,sweden
Swedish_1531,sweden
Swedish_1532,sweden
Swedish_1535,sweden
Swedish_1543,sweden
Swedish_1546,sweden
Swedish_1548,sweden
Swedish_1551,sweden
Swedish_1553,sweden
Swedish_1558,sweden
Swedish_1559,sweden
Swedish_1565,sweden
Swedish_1582,sweden
Swedish_1587,sweden
Swedish_1590,sweden
Swedish_1591,sweden
Swedish_1598,sweden
Swedish_1599,sweden
Swedish_1602,sweden
Swedish_1605,sweden
Swedish_1606,sweden
Swedish_1607,sweden
Swedish_1611,sweden
Swedish_1615,sweden
Swedish_1616,sweden
Swedish_1621,sweden
Swedish_1625,sweden
Swedish_1626,sweden
Swedish_1633,sweden
Swedish_1634,sweden
Swedish_1635,sweden
Swedish_1638,sweden
Swedish_1650,sweden
Swedish_1651,sweden
Swedish_1654,sweden
Swedish_1655,sweden
Swedish_1659,sweden
Swedish_1662,sweden
Swedish_1668,sweden
TradChinese_74,taiwan
TradChinese_88,美國
TradChinese_92,taiwan
TradChinese_104,日本
Turkish_42,turkey
Turkish_84,france
Turkish_129,turkey
Turkish_138,turkey
Turkish_166,turkey
Turkish_167,turkey
Turkish_168,turkey
Turkish_170,turkey
Turkish_189,turkey
Turkish_234,turkey
Turkish_272,türki̇ye
Turkish_338,i̇ngiltere
Turkish_341,turkey
Turkish_361,turkey
Turkish_364,turkey
Turkish_415,turkey
Turkish_424,turkey
Turkish_434,turkey
Turkish_446,turkey
Turkish_507,turkey
Turkish_528,turkey
Turkish_581,turkey
Turkish_583,turkey
German_203,uk
German_208,austria
German_216,austria
German_238,austria
German_255,usa
German_283,usa
German_298,usa
German_302,usa
German_341,usa
German_354,usa
German_360,uk
German_364,usa
German_386,usa
German_389,usa
German_397,germany
German_404,uk
German_405,uk
German_415,usa
German_423,italy
German_547,germany
German_583,italy
German_585,switzerland
German_624,switzerland
German_664,germany
German_680,switzerland
German_742,usa
German_772,sweden
German_845,germany
German_860,germany
German_945,germany
German_946,großbritannien
German_965,austria
German_978,austria
German_1060,italy
German_1194,germany
German_1262,germany
German_1263,germany
German_1279,germany
German_1280,germany
German_1287,germany
German_1299,germany
German_1345,germany
German_1360,germany
German_1361,germany
German_1367,germany
German_1376,germany
German_1388,germany
German_1397,germany
German_1403,germany
German_1422,germany
German_1428,germany
German_1439,germany
German_1446,germany
German_1455,germany
German_1460,d
German_1466,germany
German_1476,germany
German_1482,germany
German_1487,germany
German_1520,germany
German_1545,germany
German_1556,sweden
German_1590,germany
German_1616,france
German_1668,germany
German_1673,germany
German_1711,germany
German_1716,germany
German_1742,france
German_1743,germany
German_1745,germany
German_1760,france
German_1782,germany
German_1855,germany
German_1909,austria
German_1954,germany
German_1967,austria
German_1979,d
German_2014,germany
German_2050,austria
German_2061,austria
German_2066,austria
German_2136,italy
German_2163,austria
German_2187,italy
German_2200,austria
German_2207,austria
German_2213,austria
German_2218,austria
German_2220,austria
German_2221,austria
German_2226,germany
German_2227,germany
German_2235,austria
German_2236,austria
German_2243,austria
German_2260,austria
German_2272,austria
German_2274,germany
German_2279,austria
German_2281,austria
German_2300,austria
German_2303,austria
German_2369,austria
German_2379,switzerland
German_2411,netherlands
German_2458,frankreich und deutschland
German_2471,austria
German_2472,austria
German_2497,austria
German_2562,italy
German_2569,austria
German_2595,austria
German_2625,italy
German_2666,netherlands
German_2673,germany
German_2726,germany
German_2850,switzerland
German_2862,germany
German_2866,germany
German_2884,germany
German_2891,belgium
German_2909,germany
German_2919,germany
German_2986,germany
German_2993,switzerland
German_3012,germany
German_3062,luxemburg
German_3063,austria
German_3076,germany
German_3133,germany
German_3134,austria
German_3153,dänemark
German_3165,germany
German_3225,switzerland
German_3241,austria
German_3265,france
German_3268,germany
German_3271,france
German_3276,belgium
German_3357,germany
German_3382,russia
German_3494,germany
German_3496,germany
German_3516,germany
German_3525,germany
German_3564,germany
German_3577,germany
German_3578,germany
German_3592,germany
German_3629,germany
German_3632,germany
German_3634,germany
German_3641,germany
German_3657,germany
German_3658,germany
German_3662,germany
German_3666,germany
German_3669,germany
German_3725,germany
German_3743,germany
German_3752,germany
German_3753,germany
German_3758,germany
German_3765,germany
German_3767,germany
German_3790,germany
German_3792,germany
German_3797,germany
German_3810,germany
German_3851,germany
German_3853,germany
German_3872,germany
German_3873,germany
German_3881,germany
German_3916,switzerland
German_3947,germany
German_3953,germany
German_3962,denmark
German_3966,germany
German_3967,germany
German_3971,d
German_3981,germany
German_3986,germany
German_4016,austria
German_4018,austria
German_4036,germany
German_4103,italy
